"Cite as: CAIT Climate Data Explorer. 2015. Washington, DC: World Resources Institute. Available online at:Êhttp://cait.wri.org.Ê Please Note: CAIT data are derived from several sources. Any use of the Land-Use Change and Forestry or Agriculture indicator should be cited as FAO 2014, FAOSTAT Emissions Database. Any use of CO2Êemissions from fuel combustion data should be cited as CO2ÊEmissions from Fuel Combustion, ©OECD/IEA, 2014.",,,,,,,,,,,,,,,,,,,,,
,,Total GHG,,Emissions by Gas excluding LUCF,,,,Emissions by Gas including LUCF,,,Emissions by Sector,,,,,,Emissions by Energy Sub-Sector,,,,
Country,Year,Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e),Total GHG Emissions Including Land-Use Change and Forestry (MtCO?e?),Total CO2 (excluding Land-Use Change and Forestry) (MtCO2),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Total CO2 (including Land-Use Change and Forestry) (MtCO2),Total CH4 (including Land-Use Change and Forestry) (MtCO2e),Total N2O (including Land-Use Change and Forestry) (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),Land-Use Change and Forestry (MtCO2),Bunker Fuels (MtCO2),Electricity/Heat (MtCO2),Manufacturing/Construction (MtCO2),Transportation (MtCO2),Other Fuel Combustion (MtCO2e),Fugitive Emissions (MtCO2e)
Mexico,2012,723.8526,748.9118,460.4782,190.3414,50.9453,22.0877,484.5445342,191.0316076,51.24795157,490.6901,40.5401,83.4354,109.197,25.0592,11.47,191.25,58.58,153.15,47.923,39.7871
Moldova,1990,,,30.3654,,,0.0217,,,,31.4522,0.2215,,1.6273,,0.22,13.51,2.03,2.39,12.7345,0.7877
Moldova,1991,,,24.4918,,,0.0209,,,,25.4821,0.207,,1.6674,,0.23,12.53,2.14,2.25,7.814,0.7481
Moldova,1992,26.4955,26.6621,19.9881,4.7471,1.7402,0.0201,20.15419,4.747333266,1.7404516,20.682,0.3823,3.7138,1.7074,0.1666,0.1,12.98,1.19,2.18,3.6236,0.7084
Moldova,1993,23.2934,22.0711,16.9013,4.6658,1.7069,0.0193,15.678516,4.666124384,1.70715317,17.7919,0.0845,3.6696,1.7475,-1.2223,0.06,10.37,1.25,1.38,4.1231,0.6687
Moldova,1994,19.7878,18.5616,13.7083,4.5354,1.5256,0.0185,12.48162,4.535635502,1.52580474,14.5217,0.0505,3.428,1.7875,-1.2262,0.03,7.97,0.99,1.16,3.7727,0.629
Moldova,1995,17.7495,16.5194,11.8356,4.3799,1.5162,0.0177,10.605018,4.380146619,1.51647631,12.5316,0.0568,3.3335,1.8276,-1.2301,0.03,6.14,0.98,1.06,3.7622,0.5894
Moldova,1996,15.7471,14.5129,10.1583,4.1624,1.4003,0.0261,8.92376,4.162629276,1.400468488,10.8391,0.0589,3.0408,1.8083,-1.2342,0.05,5.93,0.69,1.15,2.4923,0.5768
Moldova,1997,14.4567,13.2186,9.3223,4.0008,1.0993,0.0344,8.083798,4.000981932,1.099420666,9.9266,0.1122,2.6189,1.789,-1.2381,0.06,5.11,0.72,0.97,2.5624,0.5642
Moldova,1998,13.1333,11.8912,8.4166,3.7403,0.9336,0.0427,7.17422,3.740464588,0.933812844,9.0341,0.0959,2.2335,1.7698,-1.2421,0.05,4.92,0.6,0.73,2.2325,0.5517
Moldova,1999,11.5603,10.3143,7.1256,3.549,0.8346,0.0511,5.879308,3.549187244,0.834745022,7.7317,0.0943,1.9839,1.7505,-1.246,0.04,4.34,0.46,0.51,1.8825,0.5391
Moldova,2000,10.8884,9.6382,6.6099,3.4254,0.7937,0.0594,5.35965,3.4254399,0.7937172,7.0992,0.1879,1.8601,1.7313,-1.2502,0.06,4.04,0.49,0.5,1.5426,0.5265
Moldova,2001,11.2501,10.2458,6.9089,3.2933,0.9707,0.0771,5.904698,3.29329382,0.970721096,7.4444,0.1952,1.9354,1.665,-1.0042,0.05,4.29,0.5,0.49,1.6079,0.5565
Moldova,2002,11.3724,10.4227,7.0702,3.3221,0.8851,0.0949,6.120524,3.32212774,0.885134992,7.6097,0.2648,1.9091,1.5988,-0.9497,0.05,4,0.52,0.71,1.7933,0.5864
Moldova,2003,11.8509,10.9596,7.6082,3.3097,0.8204,0.1126,6.71308,3.31184166,0.822098888,8.1949,0.2611,1.8624,1.5325,-0.8913,0.04,4.17,0.56,0.84,2.0086,0.6163
Moldova,2004,11.9063,11.0657,7.6798,3.1947,0.9014,0.1303,6.83921,3.19472558,0.901442784,8.2101,0.371,1.8589,1.4662,-0.8406,0.03,3.68,0.65,0.83,2.4039,0.6462
Moldova,2005,12.1126,11.3265,7.9988,3.0767,0.8891,0.1481,7.212668,3.0767495,0.88906668,8.4654,0.4883,1.759,1.4,-0.7861,0.04,3.76,1,0.76,2.2692,0.6762
Moldova,2006,11.9897,11.1144,7.8977,3.0762,0.8526,0.1632,7.022176,3.076293432,0.852694999,8.3039,0.6024,1.6849,1.3985,-0.8753,0.04,3.78,0.74,0.81,2.2614,0.7125
Moldova,2007,11.8224,10.9534,7.7494,3.0845,0.8102,0.1784,6.879836,3.084787364,0.810443317,8.2125,0.5992,1.6137,1.397,-0.869,0.04,3.69,0.87,0.93,1.9736,0.7489
Moldova,2008,11.7006,10.837,7.6937,2.9402,0.8732,0.1935,6.830178,2.940201296,0.873161636,8.2211,0.5887,1.4953,1.3956,-0.8636,0.04,3.71,0.69,0.96,2.0758,0.7853
Moldova,2009,11.6008,10.7437,7.6581,2.958,0.7761,0.2086,6.80051,2.958265228,0.776239955,8.2496,0.5782,1.3789,1.3941,-0.8572,0.04,3.78,0.6,0.87,2.178,0.8217
Moldova,2010,12.4137,11.5621,8.337,3.0203,0.8326,0.2238,7.485428,3.02028916,0.832628273,8.8682,0.6923,1.4606,1.3927,-0.8516,0.04,3.71,0.96,1.04,2.3002,0.858
Moldova,2011,12.5111,11.6661,8.327,3.0422,0.9013,0.2406,7.481408,3.042493938,0.901592517,8.8714,0.7091,1.5291,1.3915,-0.845,0.04,3.5,1.05,1.11,2.3329,0.8785
Moldova,2012,11.7156,10.8774,7.62,3.0018,0.8365,0.2574,6.78039,3.002538715,0.83707676,8.6445,,1.4019,1.3904,-0.8382,0.04,3.55,1.02,1.06,2.1156,0.8989
Mongolia,1990,27.6981,55.4331,12.8798,7.4282,7.3837,0.0064,39.8585,7.963877946,7.604293222,13.1413,0.2262,14.2201,0.1105,27.7349,0.01,6.5,2.8,1.53,2.116,0.1953
Mongolia,1991,29.7853,56.448,14.5336,7.6882,7.5577,0.0058,40.439974,8.223859715,7.778349467,14.8896,0.1194,14.6646,0.1118,26.6627,0,8.09,3.37,0.98,2.274,0.1756
Mongolia,1992,27.7149,54.3716,12.666,7.5368,7.5069,0.0052,38.566392,8.072441484,7.727545711,13.0579,0.0712,14.4727,0.1131,26.6567,0,7.86,2.62,0.88,1.542,0.1558
Mongolia,1993,26.555,53.2057,11.6703,7.4449,7.4351,0.0046,37.564784,7.980573253,7.655721956,12.0761,0.0449,14.3194,0.1144,26.6508,0,7.08,2.38,0.97,1.5101,0.1361
Mongolia,1994,24.8228,51.4675,10.164,7.3256,7.3291,0.004,36.052498,7.861265022,7.549738201,10.5444,0.048,14.1045,0.1158,26.6448,0,6.51,1.8,0.66,1.4581,0.1163
Mongolia,1995,25.6224,52.2612,10.105,7.8693,7.6447,0.0035,35.98753,8.404906791,7.865304445,10.4827,0.0584,14.9742,0.1171,26.6388,0.06,6.47,1.92,0.82,1.1761,0.0966
Mongolia,1996,24.8762,51.0811,8.5513,8.3666,7.9547,0.0037,34.198156,8.771169798,8.108029884,8.9315,0.055,15.7695,0.1203,26.2048,0.09,5.76,1.08,0.86,1.135,0.0964
Mongolia,1997,25.6194,55.9881,8.385,8.8321,8.3983,0.004,36.2955,10.49893281,9.189715322,8.7802,0.0589,16.6668,0.1235,30.3688,0.08,5.4,1.52,0.8,0.9639,0.0962
Mongolia,1998,25.9806,52.4579,8.415,9.0886,8.4729,0.0042,33.8594,9.736455814,8.857830761,8.8189,0.0592,16.9859,0.1267,26.4773,0.07,6.14,0.96,0.78,0.8428,0.0961
Mongolia,1999,26.5713,52.3912,8.4813,9.4524,8.6331,0.0045,33.842346,9.776988822,8.767426199,8.8776,0.0558,17.498,0.1299,25.82,0.05,6.02,0.86,0.81,1.0917,0.0959
Mongolia,2000,27.281,55.1531,8.8576,9.5889,8.8298,0.0047,35.530342,10.44655183,9.171511637,9.2763,0.0524,17.8193,0.1331,27.8721,0.06,6.46,0.62,0.96,1.1406,0.0957
Mongolia,2001,24.9857,49.4348,8.833,8.2281,7.9183,0.0063,33.068916,8.414686662,7.944887214,9.2814,0.0393,15.5164,0.1386,24.4491,0.07,6.29,0.6,0.92,1.3647,0.1066
Mongolia,2002,23.4097,49.2847,9.4733,6.7148,7.2137,0.0079,34.68795,7.239861495,7.34892279,9.9164,0.0812,13.268,0.1441,25.875,0.07,6.85,0.65,1.03,1.2688,0.1176
Mongolia,2003,23.087,46.7049,9.1806,6.7075,7.1894,0.0095,32.750078,6.738116328,7.207178366,9.6515,0.0901,13.2059,0.1495,23.6178,0.08,6.37,0.69,0.99,1.473,0.1285
Mongolia,2004,22.9416,47.0275,9.3793,6.459,7.0922,0.0111,33.315612,6.579401161,7.121383943,9.9165,0.0404,12.8297,0.155,24.0859,0.07,6.52,0.69,1.15,1.4171,0.1394
Mongolia,2005,24.0397,47.8134,9.535,7.0478,7.4443,0.0127,33.24408,7.098875994,7.457689519,10.0616,0.0677,13.74,0.1605,23.7736,0.06,6.71,0.61,1.16,1.4312,0.1504
Mongolia,2006,26.578,55.1896,10.5596,7.8795,8.1254,0.0135,38.062886,8.798354444,8.314797843,11.0987,0.0831,15.2223,0.1638,28.6116,0.13,6.75,1.3,1.3,1.5892,0.1595
Mongolia,2007,28.8673,57.1045,11.1479,8.8495,8.8556,0.0143,38.119526,9.804342894,9.166306168,11.6959,0.1023,16.8921,0.1671,28.2372,0.12,7.25,1.25,1.57,1.4572,0.1687
Mongolia,2008,29.297,57.1394,11.2156,9.0164,9.0499,0.0151,37.835158,9.914291344,9.374774493,11.7431,0.1507,17.2228,0.1704,27.8424,0.1,7.14,1.3,1.55,1.5752,0.1779
Mongolia,2009,30.0494,55.819,11.7672,9.1855,9.0807,0.0159,36.368678,9.861139794,9.573212817,12.3402,0.1332,17.3922,0.1737,25.7696,0.05,7.44,1.22,1.41,2.0832,0.1871
Mongolia,2010,27.9315,52.2093,12.6912,7.433,7.7905,0.0167,36.957766,7.439998244,7.794811142,13.2574,0.178,14.319,0.1771,24.2779,0.05,8.13,1.34,1.38,2.2112,0.1962
Mongolia,2011,30.144,55.2946,13.1302,8.3776,8.6182,0.0179,38.030044,8.576819654,8.669793268,13.7289,0.1682,16.0672,0.1797,25.1506,0.08,8.01,1.64,1.63,2.2489,0.2
Mongolia,2012,32.8794,59.1136,14.22,9.3226,9.3177,0.0191,39.46793,9.959831064,9.666685393,14.9904,,17.6875,0.1824,26.2342,0.11,8.59,1.94,1.88,2.3767,0.2037
Montenegro,1990,,,,,,1.4424,,,,,,,0.1519,,,,,,,
Montenegro,1991,,,,,,1.4616,,,,,,,0.1565,,,,,,,
Montenegro,1992,,,,,,1.4809,,,,,,,0.1611,,,,,,,
Montenegro,1993,,,,,,1.5001,,,,,,,0.1656,,,,,,,
Montenegro,1994,,,,,,1.5193,,,,,,,0.1702,,,,,,,
Montenegro,1995,,,,,,1.5386,,,,,,,0.1747,,,,,,,
Montenegro,1996,,,,,,1.5603,,,,,,,0.1778,,,,,,,
Montenegro,1997,,,,,,1.5821,,,,,,,0.1809,,,,,,,
Montenegro,1998,,,,,,1.6038,,,,,,,0.184,,,,,,,
Montenegro,1999,,,,,,1.6255,,,,,,,0.1871,,,,,,,
Montenegro,2000,,,,,,1.6473,,,,,,,0.1902,,,,,,,
Montenegro,2001,,,,,,1.5534,,,,,,,0.1887,,,,,,,
Montenegro,2002,,,,,,1.4595,,,,,,,0.1871,,,,,,,
Montenegro,2003,,,,,,1.3657,,,,,,,0.1856,,,,,,,
Montenegro,2004,,,,,,1.2718,,,,,,,0.184,,,,,,,
Montenegro,2005,,,1.95,,,1.1779,,,,1.9741,,,0.1825,,0.04,1.11,0.36,0.47,0.0341,
Montenegro,2006,3.8639,3.9342,2.22,0.471,0.1342,1.0388,2.28759,0.473260177,0.134565302,2.2398,1.0388,0.4046,0.1808,0.0702,0.05,1.27,0.42,0.46,0.0843,0.0055
Montenegro,2007,3.5641,3.6852,2.08,0.4587,0.1258,0.8996,2.15865,0.488945764,0.13799904,2.1055,0.8996,0.3799,0.1791,0.1211,0.03,0.99,0.45,0.6,0.0546,0.0109
Montenegro,2008,4.0054,4.0743,2.67,0.453,0.1219,0.7605,2.7323,0.457491351,0.123992778,2.7012,0.7605,0.3663,0.1774,0.0689,0.04,1.51,0.51,0.61,0.0548,0.0164
Montenegro,2009,2.8828,2.9447,1.7,0.4447,0.1167,0.6214,1.7619,0.444686938,0.116716517,1.7369,0.6214,0.3488,0.1757,0.0619,0.01,0.8,0.26,0.62,0.0351,0.0218
Montenegro,2010,3.5186,3.5814,2.48,0.44,0.1164,0.4822,2.54246,0.440262526,0.116510255,2.5326,0.4822,0.3398,0.174,0.0628,0.01,1.7,0.09,0.69,0.0253,0.0273
Montenegro,2011,3.5387,3.6241,2.5,0.4259,0.1133,0.4996,2.56964,0.437446124,0.117464505,2.5433,0.4996,0.3228,0.173,0.0855,0.03,1.74,0.1,0.64,0.0358,0.0275
Montenegro,2012,3.3484,3.4954,2.3,0.4186,0.1129,0.5169,2.3665,0.470549722,0.141418755,2.3341,,0.3155,0.1719,0.1469,0.04,1.55,0.09,0.63,0.0363,0.0278
Morocco,1990,38.0739,30.5326,21.7321,9.3824,6.9414,0.0179,14.189174,9.383628586,6.941966395,22.0163,2.11,11.3777,2.5699,-7.5413,0.85,7.86,5.34,3.85,3.8457,1.1205
Morocco,1991,39.6297,31.4905,23.5062,9.3072,6.7975,0.0188,15.36525,9.308391102,6.798052309,23.0862,2.895,11.0305,2.618,-8.1393,0.62,7.78,5.62,4.28,4.2713,1.1349
Morocco,1992,40.9271,32.7987,25.2784,9.3144,6.3146,0.0197,17.148268,9.315623618,6.315158223,24.656,3.1781,10.4269,2.6662,-8.1284,0.71,8.35,5.77,4.74,4.6469,1.1492
Morocco,1993,40.6294,32.5119,25.9357,8.6474,6.0257,0.0206,17.816476,8.648586135,6.026184137,25.3859,3.1863,9.3428,2.7143,-8.1175,0.73,9.18,4.84,5.17,5.0324,1.1635
Morocco,1994,43.5223,35.4157,28.1157,8.9355,6.4496,0.0215,20.007366,8.936748651,6.450070052,27.6358,3.1872,9.9269,2.7625,-8.1066,0.69,10.12,5.43,5.58,5.328,1.1778
Morocco,1995,44.227,36.1312,29.1813,9.0022,6.021,0.0224,21.083894,9.003361167,6.021545966,28.7657,3.2138,9.4369,2.8106,-8.0957,0.77,11.56,4.53,5.92,5.5636,1.1921
Morocco,1996,44.9507,36.8662,28.9129,9.2983,6.7098,0.0296,20.826384,9.29981524,6.710454509,28.3333,3.3125,10.4063,2.8885,-8.0844,0.79,9.84,5.37,6.33,5.6727,1.1207
Morocco,1997,46.6764,38.6019,30.4254,9.4736,6.7406,0.0367,22.349696,9.474519312,6.740973051,29.471,3.6421,10.5969,2.9664,-8.0744,0.83,10.51,5.28,6.76,5.8717,1.0492
Morocco,1998,47.4702,39.4068,31.1133,9.3931,6.9199,0.0439,23.048522,9.394113385,6.920301594,30.0187,3.7372,10.68,3.0443,-8.0634,0.92,10.5,5.23,7.19,6.1208,0.9778
Morocco,1999,49.5883,41.5373,32.7519,9.5925,7.1928,0.051,24.698026,9.594577457,7.193640137,31.5263,3.803,11.1368,3.1222,-8.051,0.96,10.89,5.63,7.68,6.4199,0.9064
Morocco,2000,50.5596,42.5169,33.4577,9.799,7.2446,0.0582,25.414708,9.79924153,7.24473868,31.884,4.0959,11.3796,3.2001,-8.0427,0.95,11.09,5.37,8.09,6.499,0.835
Morocco,2001,54.2477,45.3743,36.983,9.8324,7.353,0.0793,28.10961,9.832448148,7.352973466,34.522,5.0623,11.4266,3.2369,-8.8734,0.93,13.05,5.4,8.49,6.7499,0.8321
Morocco,2002,55.8348,46.9262,38.212,9.8406,7.6819,0.1004,29.303378,9.840554767,7.681928252,35.71,5.1824,11.6688,3.2736,-8.9086,0.94,13.85,5.16,8.9,6.9708,0.8292
Morocco,2003,55.9686,47.0249,38.1409,9.9923,7.7139,0.1215,29.197146,9.992341386,7.713883037,35.598,5.3024,11.7578,3.3104,-8.9438,0.95,14.3,4.06,9.27,7.1417,0.8263
Morocco,2004,60.1418,51.1634,41.8313,10.1608,8.0071,0.1426,32.852434,10.161158,8.007207823,39.0461,5.6239,12.1247,3.3471,-8.9784,1.08,15.69,5.4,9.69,7.4426,0.8235
Morocco,2005,63.7149,54.7035,44.9313,10.2194,8.4004,0.1637,35.917274,10.22127462,8.401212609,42.2041,5.645,12.4819,3.3839,-9.0114,1.23,16.66,6.81,10.09,7.8235,0.8206
Morocco,2006,64.8903,65.911,45.5372,10.3719,8.8031,0.1781,46.544386,10.38136455,8.80719328,42.6807,5.8353,12.9649,3.4194,1.0207,1.39,16.74,6.53,10.4,8.188,0.8228
Morocco,2007,66.6448,67.6625,47.8754,10.3525,8.2245,0.1924,48.89284,10.35262449,8.224603952,44.3374,6.5678,12.2947,3.4549,1.0177,1.6,16.54,7.17,11.05,8.7524,0.825
Morocco,2008,69.2788,70.3071,50.2782,10.4745,8.3193,0.2068,51.30604,10.47480442,8.319464623,46.134,7.205,12.4394,3.4904,1.0283,1.6,16.71,7.3,12.11,9.1869,0.8272
Morocco,2009,68.9799,70.0185,50.0364,10.5307,8.1916,0.2211,51.07451,10.53107435,8.191725294,45.7207,7.4575,12.2958,3.5259,1.0386,1.61,15.68,6.98,12.81,9.4213,0.8294
Morocco,2010,72.1095,73.1579,53.2763,10.7431,7.8547,0.2355,54.324686,10.74308428,7.854685965,49.2273,7.2117,12.0991,3.5614,1.0484,2.19,17.54,7.07,13.47,10.3157,0.8316
Morocco,2011,76.0058,77.0648,56.1996,11.0875,8.4615,0.2571,57.258388,11.08772053,8.461619513,53.1741,6.2367,12.9788,3.5962,1.059,2.2,19.56,8,14.26,10.5124,0.8417
Morocco,2012,71.4371,72.5092,51.84,11.1538,8.1646,0.2787,52.90906,11.15593678,8.16553306,54.8408,,12.6765,3.6311,1.0721,2.02,20.3,7.61,14.47,11.609,0.8518
Mozambique,1990,18.0797,54.8608,1.1203,8.8308,8.1286,0,36.347204,9.914468618,8.599101716,3.7273,0.0403,13.7889,0.5232,36.7811,0.22,0.11,0.14,0.6,2.8767,0.0006
Mozambique,1991,18.0232,54.7982,0.9403,8.8761,8.2066,0.0001,36.161124,9.959832013,8.67715298,3.3467,0.0404,13.8564,0.7797,36.775,0.14,0.12,0.14,0.49,2.5961,0.0006
Mozambique,1992,18.314,55.0844,1.0947,8.9381,8.281,0.0003,36.310846,10.02175541,8.751484244,3.3262,0.0149,13.9367,1.0362,36.7704,0.1,0.09,0.15,0.68,2.4056,0.0005
Mozambique,1993,18.6665,55.4323,1.281,9.002,8.383,0.0004,36.492562,10.0857388,8.853545509,3.3256,0.0114,14.0468,1.2927,36.7658,0.12,0.06,0.2,0.84,2.2251,0.0005
Mozambique,1994,18.6006,55.3618,1.0993,9.0401,8.4607,0.0005,36.306252,10.1237422,8.931216773,2.915,0.0299,14.1065,1.5492,36.7612,0.15,0.03,0.2,0.69,1.9946,0.0004
Mozambique,1995,19.1645,55.921,1.1693,9.123,8.8714,0.0007,36.371622,10.20671559,9.341958037,2.7945,0.03,14.5443,1.8057,36.7565,0.07,0.03,0.2,0.72,1.8441,0.0004
Mozambique,1996,19.3764,56.7662,1.1779,9.2413,8.9341,0.0231,36.375626,10.76981432,9.597698435,2.7655,0.111,14.6402,1.8598,37.3898,0.07,0.03,0.03,0.8,1.9013,0.0042
Mozambique,1997,18.1742,54.8046,1.3099,8.7206,8.0983,0.0454,36.50298,9.722763042,8.533428832,2.9065,0.1554,13.1986,1.9138,36.6304,0.09,0.03,0.06,0.82,1.9884,0.008
Mozambique,1998,20.1273,57.3559,1.2663,9.5978,9.1954,0.0678,36.454686,11.02035177,9.813069229,2.8875,0.1741,15.0879,1.9679,37.2287,0.09,0.02,0.13,0.83,1.8956,0.0118
Mozambique,1999,19.381,56.2486,1.2563,9.2908,8.7437,0.0902,36.440066,10.46491049,9.253479627,2.9185,0.1964,14.2442,2.022,36.8676,0.11,0.02,0.14,0.84,1.9028,0.0156
Mozambique,2000,18.469,54.0593,1.4556,8.7896,8.1113,0.1126,36.634748,9.076209217,8.235750024,3.1195,0.2481,13.0254,2.076,35.5903,0.13,0.05,0.09,0.84,2.12,0.0195
Mozambique,2001,20.1622,56.8198,1.4419,9.5314,8.981,0.2079,37.391784,10.02488288,9.195210197,3.1617,0.3398,14.5382,2.1225,36.6576,0.13,0.05,0.23,0.83,2.0233,0.0284
Mozambique,2002,18.9616,55.6626,1.6155,8.9038,8.139,0.3033,37.557088,9.433306548,8.368890369,3.2839,0.5488,12.9699,2.169,36.701,0.14,0.04,0.25,0.9,2.0565,0.0374
Mozambique,2003,22.5298,60.1163,1.9604,10.3756,9.7951,0.3986,37.893778,11.52830021,10.29560054,3.6162,0.6991,15.9991,2.2155,37.5865,0.26,0.03,0.32,1.11,2.1098,0.0464
Mozambique,2004,21.5427,58.3441,1.9648,9.9379,9.146,0.494,37.88986,10.54899388,9.411280714,3.6984,0.7688,14.8135,2.262,36.8014,0.26,0.04,0.32,1.12,2.163,0.0554
Mozambique,2005,22.8478,60.6634,1.7555,10.5934,9.9097,0.5893,37.672278,11.91727754,10.48446089,3.5706,0.8348,16.1339,2.3085,37.8155,0.15,0.02,0.27,1.03,2.1863,0.0643
Mozambique,2006,21.7352,52.9307,1.9204,10.103,9.178,0.5337,31.913048,10.9417847,9.542186083,3.8367,0.8341,14.7122,2.3522,31.1955,0.18,0.02,0.31,1.11,2.2363,0.1604
Mozambique,2007,23.5796,55.418,2.2998,10.8761,9.9258,0.478,32.32973,12.13705186,10.47326128,4.3428,0.8077,16.0332,2.3959,31.8384,0.2,0.01,0.38,1.38,2.3164,0.2564
Mozambique,2008,25.217,57.5639,2.3001,11.6601,10.8345,0.4223,32.367404,13.24955901,11.52459648,4.4689,0.7924,17.5262,2.4396,32.3469,0.18,0.02,0.4,1.35,2.3464,0.3525
Mozambique,2009,24.1061,55.3551,2.5784,11.1602,10.0009,0.3666,32.683094,11.95805617,10.34728167,4.8749,0.755,15.9929,2.4833,31.249,0.21,0.02,0.47,1.51,2.4264,0.4485
Mozambique,2010,26.4549,59.1991,2.7897,12.1075,11.2468,0.311,32.93176,13.92185332,12.03453687,5.191,0.7506,17.9864,2.527,32.7442,0.2,0.02,0.47,1.67,2.4864,0.5446
Mozambique,2011,24.7323,56.0857,3.2773,11.2648,9.8736,0.3166,33.456762,12.08334941,10.22896337,5.6835,0.8039,15.6697,2.5752,31.3534,0.19,0.14,0.53,1.93,2.5152,0.5683
Mozambique,2012,24.8881,57.6554,2.6,11.7308,10.235,0.3223,32.81682,13.50919551,11.00709986,5.546,,16.3965,2.6234,32.7673,0.21,0.06,0.5,1.88,2.514,0.592
Myanmar,1990,55.543,171.4805,4.3583,40.2712,10.9099,0.0037,112.154424,45.95593441,13.36643318,7.6473,0.2089,39.5805,8.1062,115.9375,0.02,1.59,1.12,1.33,2.6192,0.9882
Myanmar,1991,55.1427,164.583,4.2232,39.9516,10.9643,0.0036,105.52209,45.63640109,13.4208858,7.5119,0.2235,39.1335,8.2639,109.4403,0.02,1.61,1.04,1.24,2.6372,0.9847
Myanmar,1992,57.502,166.9452,4.3983,41.9149,11.1852,0.0035,105.700162,47.59967777,13.64177841,7.7103,0.2344,41.1357,8.4216,109.4432,0.1,1.71,1.21,1.03,2.8552,0.9051
Myanmar,1993,60.0658,169.5119,4.9679,43.65,11.4445,0.0035,106.272616,49.33477445,13.90103103,8.3371,0.2013,42.948,8.5793,109.4461,0.02,1.9,0.9,1.57,3.0633,0.9038
Myanmar,1994,62.5547,172.0038,5.8145,44.7947,11.9422,0.0034,107.122186,50.47946113,14.39873364,9.1714,0.2379,44.4085,8.737,109.449,0.05,2.2,1.04,1.81,3.2113,0.9101
Myanmar,1995,65.5253,174.9772,7.1065,46.2358,12.1797,0.0033,108.41709,51.92060781,14.63622625,10.4657,0.2598,45.9051,8.8947,109.452,0.03,2.49,1.11,2.69,3.2593,0.9163
Myanmar,1996,66.0501,175.291,7.4628,46.0939,12.4896,0.0038,108.772946,51.63162336,14.8826055,10.9584,0.2566,45.7534,9.0617,109.2409,0.06,2.68,1.12,2.89,3.2119,1.0565
Myanmar,1997,65.2577,173.8425,7.4065,45.3754,12.4715,0.0043,108.6778,50.48057891,14.67983475,11.0711,0.2608,44.6971,9.2286,108.5849,0.06,2.86,1.35,2.37,3.2945,1.1966
Myanmar,1998,66.9773,179.045,8.0632,46.1843,12.7251,0.0048,109.41683,53.66466445,15.958704,11.9539,0.188,45.4398,9.3956,112.0677,0.05,2.91,1.26,2.92,3.5271,1.3367
Myanmar,1999,71.6506,184.0809,9.1394,49.366,13.1399,0.0053,110.498804,57.09541,16.48138325,13.1975,0.1738,48.7167,9.5626,112.4302,0.04,3.17,1.49,2.97,3.7797,1.7878
Myanmar,2000,73.6288,181.5085,9.7196,50.2933,13.61,0.0058,111.082692,54.84725555,15.5727625,13.8948,0.2,49.7944,9.7295,107.8797,0.06,2.77,2.49,3.47,3.3924,1.7724
Myanmar,2001,73.5541,153.0978,8.5623,51.7779,13.206,0.0079,85.645824,53.49953074,13.94453484,13.4137,0.1948,50.0419,9.8937,79.5437,0.06,2.39,2.38,2.79,3.4615,2.3923
Myanmar,2002,74.6941,153.7995,8.5678,52.9191,13.1971,0.0101,85.606706,54.36360593,13.81912718,14.0505,0.2445,50.3412,10.0579,79.1054,0.05,2.69,1.52,3.44,3.3606,3.0399
Myanmar,2003,79.7303,161.167,11.0123,54.733,13.9728,0.0122,88.141022,57.74475113,15.26902952,17.1227,0.298,52.0976,10.222,81.4367,0.06,3.14,2.69,3.84,3.6097,3.843
Myanmar,2004,81.4758,173.0415,10.6567,56.0746,14.7302,0.0143,87.877234,66.08943632,19.06053185,17.4516,0.2745,53.3635,10.3862,91.5658,0.06,3.07,1.96,4.23,3.7288,4.4628
Myanmar,2005,85.8817,169.0436,11.2277,59.9117,14.7259,0.0165,88.331996,64.14143151,16.55370419,18.6905,0.2876,56.3632,10.5504,83.1619,0.04,3.08,2.08,4.65,3.798,5.0826
Myanmar,2006,88.5806,172.1467,10.3407,62.8787,15.3438,0.0174,88.276202,66.81586549,17.03714894,17.8693,0.3032,59.7112,10.6969,83.566,0.05,3.06,2.01,3.95,3.7819,5.0674
Myanmar,2007,90.7405,184.3679,10.6874,64.1184,15.9162,0.0184,88.573802,75.10302947,20.67266369,18.288,0.3226,61.2865,10.8435,93.6274,0.06,3.05,1.96,4.41,3.8158,5.0522
Myanmar,2008,89.2154,171.757,8.2504,65.0182,15.9274,0.0194,86.035248,68.33882344,17.36346844,15.9184,0.3565,61.9605,10.99,82.5415,0.06,2.84,2.06,2.06,3.8297,5.1287
Myanmar,2009,90.1612,179.85,7.8767,65.8523,16.4118,0.0204,85.768694,74.08769742,19.97319319,15.6387,0.3538,63.0421,11.1366,89.6888,0.06,2.13,2.18,2.26,3.8636,5.2052
Myanmar,2010,92.1139,184.4116,8.3991,66.8383,16.8551,0.0214,86.365772,76.8449514,21.17947794,16.3075,0.2889,64.2345,11.2831,92.2977,0.07,2.71,2.49,2.28,3.6375,5.19
