"Cite as: CAIT Climate Data Explorer. 2015. Washington, DC: World Resources Institute. Available online at:Êhttp://cait.wri.org.Ê Please Note: CAIT data are derived from several sources. Any use of the Land-Use Change and Forestry or Agriculture indicator should be cited as FAO 2014, FAOSTAT Emissions Database. Any use of CO2Êemissions from fuel combustion data should be cited as CO2ÊEmissions from Fuel Combustion, ©OECD/IEA, 2014.",,,,,,,,,,,,,,,,,,,,,
,,Total GHG,,Emissions by Gas excluding LUCF,,,,Emissions by Gas including LUCF,,,Emissions by Sector,,,,,,Emissions by Energy Sub-Sector,,,,
Country,Year,Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e),Total GHG Emissions Including Land-Use Change and Forestry (MtCO?e?),Total CO2 (excluding Land-Use Change and Forestry) (MtCO2),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Total CO2 (including Land-Use Change and Forestry) (MtCO2),Total CH4 (including Land-Use Change and Forestry) (MtCO2e),Total N2O (including Land-Use Change and Forestry) (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),Land-Use Change and Forestry (MtCO2),Bunker Fuels (MtCO2),Electricity/Heat (MtCO2),Manufacturing/Construction (MtCO2),Transportation (MtCO2),Other Fuel Combustion (MtCO2e),Fugitive Emissions (MtCO2e)
Antigua & Barbuda,1999,0.5806,0.563,0.3481,0.1477,0.0163,0.0685,0.33052,0.147661992,0.0163281,,0.0685,0.0378,0.1254,-0.0176,,,,,,0
Antigua & Barbuda,2000,0.5943,0.5769,0.3444,0.1518,0.0162,0.0819,0.327006,0.151772139,0.01619,,0.0819,0.0373,0.1298,-0.0174,,,,,,0
Antigua & Barbuda,2001,0.6189,0.6149,0.3444,0.1544,0.0166,0.1035,0.340426,0.154417156,0.01658876,,0.1035,0.0383,0.1319,-0.004,,,,,,0
Antigua & Barbuda,2002,0.6613,0.6574,0.3627,0.1567,0.0169,0.125,0.358866,0.156732173,0.01688752,,0.125,0.0388,0.1339,-0.0039,,,,,,0
Antigua & Barbuda,2003,0.7113,0.7075,0.3884,0.1591,0.0173,0.1465,0.384634,0.159077191,0.01731628,,0.1465,0.0395,0.136,-0.0038,,,,,,0
Antigua & Barbuda,2004,0.7534,0.7497,0.4067,0.1613,0.0174,0.168,0.403064,0.161322208,0.01735504,,0.168,0.0398,0.138,-0.0036,,,,,,0
Antigua & Barbuda,2005,0.7804,0.7769,0.4104,0.163,0.0175,0.1895,0.406848,0.163027226,0.0174738,,0.1895,0.0396,0.1401,-0.0035,,,,,,0
Antigua & Barbuda,2006,0.8229,0.8229,0.425,0.165,0.0175,0.2153,0.425024,0.164956211,0.017538866,,0.2153,0.0396,0.1419,0,,,,,,0
Antigua & Barbuda,2007,0.8956,0.8956,0.469,0.1676,0.0178,0.2412,0.468992,0.167605197,0.017803932,,0.2412,0.0407,0.1438,0,,,,,,0
Antigua & Barbuda,2008,0.9352,0.9352,0.48,0.1699,0.0182,0.267,0.479984,0.169944183,0.018218997,,0.267,0.0415,0.1457,0,,,,,,0
Antigua & Barbuda,2009,0.9925,0.9925,0.5093,0.1719,0.0184,0.2929,0.509296,0.171883169,0.018424063,,0.2929,0.0417,0.1476,0,,,,,,0
Antigua & Barbuda,2010,1.018,1.018,0.524,0.1622,0.0132,0.3187,0.523952,0.162172154,0.013169128,,0.3187,0.0249,0.1495,0,,,,,,0
Antigua & Barbuda,2011,1.0351,1.0351,0.513,0.1641,0.0133,0.3447,0.51296,0.164106972,0.013255881,,0.3447,0.0249,0.1514,0,,,,,,0
Antigua & Barbuda,2012,1.1365,1.1365,0.5864,0.166,0.0133,0.3708,0.58643,0.166031789,0.013312633,,,0.0249,0.1534,0,,,,,,0
Argentina,1990,233.7956,312.9334,106.357,88.9618,36.8158,1.6609,182.192714,91.24739824,37.8323243,114.2173,3.6067,106.5919,9.3898,79.1378,2.22,34.09,15.77,28.16,22.995,13.2024
Argentina,1991,238.4044,306.0991,111.6405,88.8113,36.4912,1.4614,176.033158,91.0968691,37.50775782,120.1478,3.3029,105.2886,9.6552,67.6947,1.5,38.06,15.73,29.67,23.2547,13.4331
Argentina,1992,242.951,311.3852,113.9208,90.4035,37.3649,1.2618,179.052908,92.68909995,38.38137134,122.1744,3.9299,106.9261,9.9206,68.4341,1.52,37.57,15.97,31.8,23.5344,13.3
Argentina,1993,243.312,312.4856,115.3229,90.0386,36.8884,1.0622,181.194342,92.32413081,37.90487486,123.8304,4.0292,105.2564,10.186,69.1736,1.2,34.01,16.11,35.39,24.4341,13.8863
Argentina,1994,253.6927,323.6057,123.4174,91.3201,38.0926,0.8626,190.028316,93.60561166,39.10909838,132.1806,4.1468,106.9139,10.4515,69.913,2.12,32.32,23.2,36.78,25.6838,14.1968
Argentina,1995,256.5896,327.242,126.5423,91.4991,37.8852,0.6631,193.892634,93.78461252,38.9016619,136.2802,3.5353,106.0572,10.7169,70.6524,3.29,34.02,23.34,37.93,26.4835,14.5067
Argentina,1996,265.2518,336.1749,135.907,89.9937,38.6102,0.7408,203.964174,91.96838725,39.50152978,146.0278,3.4512,104.3967,11.3761,70.9231,3.8,37.61,25.3,39.07,27.1496,16.8982
Argentina,1997,268.8841,341.0274,139.6335,90.0885,38.3435,0.8186,208.366592,92.44613199,39.39609766,149.104,4.4003,103.3446,12.0352,72.1433,4.36,37.29,30.62,40.21,26.7457,14.2382
Argentina,1998,270.8315,343.6716,143.3634,88.6594,37.9124,0.8963,212.995026,90.88314672,38.89715554,152.9383,4.5947,100.6041,12.6944,72.8402,4.29,39.35,31.53,42.08,26.8919,13.0864
Argentina,1999,277.5198,352.2505,146.645,91.2537,38.6471,0.9741,216.935888,94.32452145,40.01601342,156.3803,4.7231,103.0529,13.3536,74.7306,4.28,44.32,30.27,40.71,28.528,12.5524
Argentina,2000,280.0677,353.1693,146.025,92.2773,40.7137,1.0518,216.968728,93.75850619,41.3902513,156.5196,4.2726,105.2629,14.0127,73.1015,4.31,44.92,30.26,39.87,29.3241,12.1455
Argentina,2001,274.1757,345.0856,135.5755,94.121,43.2063,1.2728,205.010056,95.16397541,43.63871524,146.5455,4.2144,109.2745,14.1513,70.9099,4.14,38.95,30.97,36.22,28.1053,12.3001
Argentina,2002,266.7804,338.9397,127.8437,95.6652,41.7776,1.4938,198.051118,97.04911464,42.34560917,139.8066,3.6286,109.0654,14.2898,72.1593,3.69,36.62,29.43,33.75,27.2066,12.8
Argentina,2003,287.5601,361.0857,138.7102,101.1144,46.0208,1.7148,209.21089,103.2434939,46.91648311,150.1904,4.5084,118.433,14.4283,73.5256,3.73,40.38,32.31,34.65,29.4779,13.3726
Argentina,2004,302.206,377.3669,154.2489,101.2619,44.7594,1.9359,225.900814,103.6985031,45.83169704,165.3821,5.2526,116.9945,14.5669,75.1608,3.83,46.69,36,37.54,32.0791,13.073
Argentina,2005,305.8821,379.6889,157.6305,101.8193,44.2755,2.1569,229.207002,103.4000123,44.92497098,168.2764,6.147,116.7432,14.7054,73.8068,4.33,47.37,34.95,39.27,33.8404,12.846
Argentina,2006,319.7875,384.452,167.9118,103.6229,45.8576,2.3951,229.407096,105.8170332,46.83276628,178.0935,7.0647,119.7616,14.8677,64.6645,3.91,50.17,38.06,41.41,35.4471,13.0064
Argentina,2007,330.0338,394.9095,174.9396,104.3088,48.152,2.6333,235.988014,106.9890541,49.29908159,184.9832,7.6562,122.3744,15.03,64.8757,4.51,55.82,37.8,42.08,35.8438,13.4394
Argentina,2008,338.3464,407.1063,185.8391,103.5993,46.0364,2.8715,247.97953,107.9129151,48.34229689,196.0103,7.9619,119.1819,15.1923,68.7599,4.66,60.68,36.98,44.69,40.0605,13.5998
Argentina,2009,322.7855,389.4891,178.1424,100.0881,41.4452,3.1098,240.890234,102.872836,42.6162622,188.6538,8.0552,110.7121,15.3545,66.7036,4.69,60.95,34.5,40.19,39.2173,13.7965
Argentina,2010,323.5705,389.3786,183.1064,93.5252,43.591,3.348,245.377882,95.99345687,44.6592975,193.2963,8.8299,105.9274,15.5168,65.8082,5.6,61.97,35.15,43,39.274,13.9024
Argentina,2011,328.183,394.6995,191.0226,90.5894,42.9664,3.6047,253.958468,93.08921159,44.04715816,200.7002,9.6718,102.1374,15.6736,66.5165,6.44,66.38,35.06,48.79,36.5967,13.8734
Argentina,2012,338.0027,405.0348,195.7599,94.9191,43.4623,3.8615,259.6194469,97.15120631,44.40264882,205.7339,9.695,106.7335,15.8304,67.032,7.53,71.04,33.91,48.32,38.4195,14.0444
Armenia,1990,,,20.7013,,,0.0148,,,,22.2612,0.2561,,0.6165,,0.59,6.05,4.57,2.93,7.041,1.6702
Armenia,1991,,,21.6437,,,0.016,,,,23.0803,0.2397,,0.6105,,0.66,7.73,4.87,2.87,6.0598,1.5505
Armenia,1992,14.4095,14.4099,10.8779,2.8837,0.6307,0.0172,10.877856,2.883936867,0.630904944,12.2094,0.2151,1.3806,0.6044,0.0004,0.46,4.82,1.49,1.81,2.6586,1.4308
Armenia,1993,8.3512,9.1936,5.0989,2.666,0.5678,0.0184,5.940938,2.666271061,0.567964416,6.3985,0.1173,1.237,0.5984,0.8424,0.2,0.81,2.1,1.18,0.9974,1.3111
Armenia,1994,5.8556,6.6957,2.8113,2.5324,0.4923,0.0196,3.650986,2.532635255,0.492443888,4.0276,0.0709,1.1648,0.5923,0.8401,0.15,0.82,0.73,0.16,1.1262,1.1914
Armenia,1995,6.4286,7.2664,3.5336,2.3976,0.4767,0.0208,4.370964,2.397819449,0.47681336,4.5467,0.1344,1.1513,0.5863,0.8378,0.1,1.38,0.57,0.11,1.4149,1.0717
Armenia,1996,5.3501,6.1854,2.5692,2.2701,0.4809,0.0299,3.404302,2.27024748,0.480951104,3.436,0.1691,1.1639,0.5811,0.8353,0.06,1.53,0.48,0.06,0.4139,0.9521
Armenia,1997,5.962,6.795,3.3266,2.1338,0.4626,0.039,4.15931,2.13402551,0.462708848,4.0552,0.1856,1.1454,0.5759,0.833,0.06,1.79,0.89,0.06,0.4829,0.8324
Armenia,1998,5.9125,6.7452,3.4602,1.9507,0.4535,0.0481,4.290664,1.95193354,0.454476592,4.0545,0.1983,1.089,0.5707,0.8327,0.06,1.78,1.01,0.07,0.4818,0.7127
Armenia,1999,5.4111,6.2395,3.1029,1.8262,0.4248,0.0572,3.931026,1.82635157,0.424904336,3.5638,0.2001,1.0717,0.5655,0.8284,0.06,1.45,1.06,0.07,0.3908,0.593
Armenia,2000,5.7079,6.5337,3.5099,1.7038,0.4279,0.0663,4.33573,1.7037796,0.42789208,3.8731,0.1762,1.0884,0.5603,0.8258,0.19,1.59,0.72,0.56,0.5297,0.4733
Armenia,2001,5.8532,6.6603,3.5902,1.7414,0.4311,0.0905,4.397204,1.7414541,0.43116808,3.9438,0.2407,1.1171,0.5516,0.8071,0.18,1.53,0.8,0.56,0.5612,0.4926
Armenia,2002,5.475,6.2797,3.0659,1.7816,0.5128,0.1147,3.870572,1.7816286,0.51275408,3.4045,0.2906,1.227,0.5428,0.8047,0.16,0.91,0.79,0.54,0.6527,0.5118
Armenia,2003,5.892,6.6946,3.4405,1.8242,0.4883,0.1389,4.242948,1.8242931,0.48843008,3.7952,0.3294,1.2332,0.5341,0.8026,0.08,0.87,0.98,0.58,0.8341,0.5311
Armenia,2004,6.289,7.0894,3.7092,1.8751,0.5417,0.1631,4.509292,1.8752076,0.54176608,4.026,0.4123,1.3254,0.5254,0.8004,0.12,0.76,1.11,0.6,1.0056,0.5504
Armenia,2005,7.0166,7.8149,4.4204,1.8907,0.5181,0.1873,5.218308,1.8909921,0.51824208,4.7067,0.4878,1.3054,0.5167,0.7983,0.13,0.94,1.37,0.67,1.1571,0.5696
Armenia,2006,7.1583,7.9556,4.4514,1.9652,0.5304,0.2113,5.247,1.966370589,0.530955341,4.7477,0.5227,1.3432,0.5546,0.7974,0.12,0.9,1.45,0.66,1.1578,0.58
Armenia,2007,7.9586,8.7519,5.1491,2.0529,0.5214,0.2352,5.942352,2.052939078,0.521358602,5.3988,0.5943,1.373,0.5925,0.7933,0.17,1.08,1.18,1.05,1.4985,0.5903
Armenia,2008,8.5407,9.3321,5.6447,2.1088,0.528,0.2592,6.43573,2.109097567,0.528111864,5.8799,0.6439,1.3866,0.6304,0.7914,0.17,1.03,1.36,1.25,1.6392,0.6007
Armenia,2009,7.3958,8.1845,4.4945,2.0873,0.5309,0.2831,5.283226,2.087256056,0.530875125,4.881,0.5176,1.3189,0.6682,0.7887,0.09,0.64,0.97,1.13,1.5299,0.611
Armenia,2010,7.2134,8.0001,4.2818,2.1191,0.5055,0.3071,5.068274,2.119184545,0.505568386,4.682,0.5489,1.2764,0.7061,0.7867,0.13,0.63,0.53,1.25,1.6506,0.6214
Armenia,2011,7.8902,8.6751,4.9092,2.1316,0.5163,0.3332,5.693322,2.132130457,0.516494021,5.3282,0.5823,1.2828,0.7069,0.7849,0.13,0.94,0.61,1.29,1.8513,0.6369
Armenia,2012,8.5223,9.3041,5.42,2.1891,0.5538,0.3593,6.20189,2.189136369,0.553819656,6.0943,,1.3609,0.7078,0.7819,0.14,1.42,0.68,1.29,2.0519,0.6525
Australia,1990,481.4348,503.7846,264.4098,131.7334,80.0011,5.2905,282.655488,134.2599851,81.57859488,289.6414,9.9407,164.0477,17.795,22.3498,6.43,140.65,46.43,61.39,15.9305,25.241
Australia,1991,480.3105,495.958,265.3529,130.7003,79.3311,4.9262,276.896384,133.2268789,80.90854677,291.1288,9.177,162.4224,17.5923,15.6475,6.4,143.23,46.59,59.97,16.1066,25.2322
Australia,1992,479.9561,495.6116,268.6119,128.5042,78.2781,4.5618,280.163414,131.0308326,79.85555866,294.7801,8.5453,159.2512,17.3896,15.6555,6.78,145.39,46.22,61.45,16.6527,25.0674
Australia,1993,481.4255,497.089,272.6765,126.7668,77.7847,4.1975,284.236012,129.2933963,79.36210055,298.825,8.3056,157.0981,17.1868,15.6635,7.34,146.8,47.33,62.54,17.1588,24.9961
Australia,1994,488.6949,504.3664,279.1766,127.97,77.7151,3.8331,290.744146,130.49655,79.29257244,304.891,8.5202,158.3095,16.9841,15.6715,7.73,149.53,49.2,64.17,17.1449,24.8461
Australia,1995,496.1494,511.829,289.5029,125.5826,77.5951,3.4688,301.078406,128.1091937,79.17255433,315.2515,8.2366,155.88,16.7814,15.6796,8.54,155.61,50.05,66.85,17.931,24.8105
Australia,1996,496.1906,512.9393,299.8478,120.7318,71.8799,3.7311,311.39905,124.0886411,73.72058309,326.2537,8.4485,145.0992,16.3893,16.7487,9.03,162.78,50.3,69.31,18.3888,25.4749
Australia,1997,502.7718,522.0495,307.4111,120.4727,70.8946,3.9933,318.861248,125.4957985,73.69915184,334.2607,8.884,143.64,15.9971,19.2777,9.04,167.46,51.55,70.66,18.7065,25.8842
Australia,1998,529.5226,546.9995,326.9695,122.7792,75.5184,4.2556,338.465438,126.6606259,77.6178906,354.1402,9.4221,150.3554,15.6049,17.4769,9.41,186.3,51.78,70.66,19.1143,26.286
Australia,1999,566.7131,585.4218,333.7733,135.0518,93.3702,4.5178,345.205342,139.8616033,95.83701936,361.17,10.0554,180.265,15.2128,18.7087,9.74,191.06,51.88,72.03,19.182,27.018
Australia,2000,588.8542,603.2188,339.6558,142.6172,101.8011,4.7801,351.11413,144.4196206,102.9049381,367.5794,10.4176,196.0466,14.8206,14.3646,10.11,193.81,52.63,74.25,19.5897,27.2997
Australia,2001,595.8881,646.8093,346.0988,141.9985,102.461,5.3299,394.27527,143.5623308,103.6418925,374.1959,11.1578,195.973,14.5613,50.9213,10.52,201.05,52.27,73.66,19.8577,27.3582
Australia,2002,591.6902,644.4745,350.7344,138.2573,96.8188,5.8796,398.799828,140.999381,98.79570693,378.9893,11.9238,186.4751,14.302,52.7844,8.69,214.79,40.33,75.36,20.9556,27.5537
Australia,2003,538.1254,597.5878,358.1179,110.0486,63.5295,6.4294,408.160532,115.5815211,67.41632134,386.3427,12.8875,124.8624,14.0428,59.4623,8.7,211.79,48.52,75.63,22.6535,27.7492
Australia,2004,586.3046,635.3981,372.531,124.3254,82.469,6.9792,420.423282,125.0823413,82.91335575,400.9292,13.6278,157.9641,13.7835,49.0936,9.89,221.68,50.38,78.37,22.6014,27.8978
Australia,2005,558.8431,607.6415,376.4757,110.86,63.9786,7.5289,424.341522,111.4489315,64.32212016,404.8091,14.6062,125.8936,13.5242,48.7984,10.82,226,49.18,78.52,23.0693,28.0398
Australia,2006,592.5156,628.4976,381.1014,124.4041,79.2378,7.7723,408.300896,129.4539769,82.97042082,410.139,15.2282,153.4962,13.6522,35.982,11.41,229.94,47.93,80.41,22.8355,29.0235
Australia,2007,594.8935,626.5232,391.2298,120.6926,74.9555,8.0156,419.169574,122.9286723,76.40929147,421.1328,15.6889,144.3016,13.7802,31.6297,11.78,236.86,48.59,82.72,22.9518,30.0111
Australia,2008,572.7491,602.4292,393.9384,109.5894,60.9623,8.259,422.896992,110.0415777,61.23169213,424.6669,16.1496,118.0044,13.9082,29.6802,12.07,236.1,50.1,84.4,23.078,30.9889
Australia,2009,587.1656,622.0932,400.1651,113.503,64.9952,8.5023,430.707254,116.1015832,66.78200279,431.9668,16.4125,124.7501,14.0362,34.9275,12.04,246.56,46.67,83.32,23.4443,31.9726
Australia,2010,559.9069,592.6253,392.2326,104.6817,54.2468,8.7457,424.150276,105.2054586,54.52393345,425.0977,16.6753,103.9797,14.1641,32.7185,12.34,236.3,47.81,84.25,23.7405,32.9972
Australia,2011,648.3121,683.1497,393.3293,142.7398,102.8681,9.3749,426.749872,143.6822586,103.3426474,426.6864,17.3559,189.9431,14.3268,34.8376,12.16,232.81,50.35,86.02,23.9612,33.5451
Australia,2012,648.2292,685.0529,391.2778,143.8144,103.1329,10.0041,426.3362564,144.9053086,103.8072414,425.1898,17.9836,190.5664,14.4894,36.8237,12.17,228.85,48.71,89.69,23.872,34.0678
Austria,1990,75.0507,64.3136,58.8502,9.7771,4.9875,1.4359,48.113074,9.777156172,4.98750457,57.6356,5.0355,8.8234,3.5562,-10.7371,0.9,19.79,10.08,13.61,13.9469,0.2087
Austria,1991,78.9541,66.1761,63.0288,9.5917,4.9386,1.3949,50.250758,9.591753469,4.938655319,61.7735,5.0421,8.6793,3.4592,-12.778,0.99,20.67,10.59,15,15.3014,0.2121
Austria,1992,73.7619,60.9478,58.1362,9.4169,4.8548,1.354,45.322026,9.416970767,4.854836068,56.8913,4.9974,8.5109,3.3623,-12.8141,1.07,17.38,9.67,15.01,14.6158,0.2155
Austria,1993,73.865,61.0149,58.4222,9.2984,4.8314,1.313,45.572008,9.298478065,4.831426817,57.2291,4.9014,8.4592,3.2653,-12.8501,1.13,17.48,10.08,15.14,14.3102,0.2189
Austria,1994,73.5491,60.6629,58.5372,8.9491,4.7907,1.272,45.650998,8.949205362,4.790707566,57.4469,4.7944,8.1594,3.1683,-12.8862,1.18,18.87,9.84,15.2,13.3146,0.2223
Austria,1995,76.0114,63.0892,61.2663,8.7225,4.7916,1.2311,48.343962,8.72259266,4.791588314,60.6547,4.2515,8.0239,3.0714,-12.9222,1.33,20.44,10.12,15.41,14.459,0.2257
Austria,1996,79.6096,66.6513,65.0409,8.4857,4.87,1.2129,52.082558,8.485749192,4.870028039,64.424,4.2669,7.9701,2.9586,-12.9583,1.47,20.97,10.36,17.02,15.8508,0.2232
Austria,1997,78.6258,65.6314,64.3199,8.2352,4.8758,1.1948,51.325506,8.235275725,4.875817764,63.6933,4.2567,7.8299,2.8459,-12.9944,1.52,21.35,11.68,16.11,14.3326,0.2207
Austria,1998,78.9341,65.9037,64.8099,8.0487,4.8988,1.1766,51.779456,8.048772257,4.898817489,64.1626,4.2575,7.7709,2.7332,-13.0305,1.59,20.48,10.9,18.19,14.3744,0.2182
Austria,1999,77.1142,64.0484,63.2416,7.8217,4.8924,1.1585,50.175076,7.82213879,4.892697214,62.6218,4.2399,7.6419,2.6205,-13.0658,1.54,19.61,10.21,17.71,14.8761,0.2157
Austria,2000,77.1076,64.0051,63.5433,7.5697,4.8543,1.1403,50.440706,7.569745322,4.854356939,62.9311,4.2224,7.4563,2.5078,-13.1025,1.69,19.23,11.3,18.45,13.7379,0.2132
Austria,2001,81.0264,63.7666,67.7243,7.3966,4.7281,1.1774,50.464508,7.396612327,4.728137859,67.1074,4.1234,7.3326,2.463,-17.2598,1.65,21.01,11.05,19.91,14.9198,0.2177
Austria,2002,82.6856,65.3864,69.3129,7.2656,4.8927,1.2144,52.013642,7.265589332,4.892738778,68.6538,4.072,7.5416,2.4183,-17.2993,1.56,21.46,10.96,21.78,14.2316,0.2222
Austria,2003,88.402,71.0638,74.4946,7.1024,5.5535,1.2515,57.156282,7.102476337,5.553569697,73.8701,3.9437,8.2147,2.3735,-17.3382,1.46,23.6,11.7,23.35,14.9935,0.2267
Austria,2004,88.2445,70.867,75.8391,6.9548,4.1621,1.2885,58.461458,6.954913342,4.162150616,75.0064,4.0682,6.8511,2.3287,-17.3775,1.73,24.19,12.38,23.67,14.5353,0.2311
Austria,2005,89.1,71.6823,76.9017,6.8307,4.0421,1.3256,59.48398,6.830740347,4.042051536,75.9828,4.0608,6.7825,2.284,-17.4177,1.95,24.75,12.62,24.39,13.9871,0.2356
Austria,2006,86.9687,91.5697,74.8882,6.7036,4.0056,1.3712,79.48927,6.70364353,4.005565117,73.8082,4.279,6.6927,2.1988,4.601,2.04,24.38,12.61,23.13,13.4544,0.2338
Austria,2007,84.5619,89.1797,72.6241,6.5918,3.9292,1.4169,77.241752,6.591866712,3.929198699,71.3336,4.5265,6.5782,2.1137,4.6178,2.16,23.95,12.11,23.36,11.6816,0.232
Austria,2008,85.5067,90.1401,73.4854,6.5256,4.0331,1.4625,78.118848,6.525659894,4.03310228,72.1389,4.6494,6.6898,2.0285,4.6335,2.16,23.99,13.4,22.25,12.2688,0.2301
Austria,2009,78.152,82.8017,66.2756,6.3854,3.9828,1.5082,70.925258,6.385403076,3.982815861,65.2543,4.3913,6.573,1.9434,4.6496,1.88,20.16,11.9,21.45,11.516,0.2283
Austria,2010,83.5073,88.1731,71.5215,6.3482,4.0838,1.5538,76.187276,6.348166258,4.083799443,70.6697,4.2687,6.7106,1.8583,4.6658,2.03,23.93,12.63,22.06,11.8232,0.2265
Austria,2011,81.9803,86.6624,69.8857,6.3472,4.1261,1.6212,74.567778,6.347224206,4.126148187,68.9579,4.4196,6.7442,1.8587,4.6821,2.14,23.95,12.73,21.46,10.5928,0.2251
Austria,2012,78.9562,83.6544,66.9377,6.2815,4.0484,1.6887,71.63592054,6.281472153,4.048386932,66.016,4.4882,6.593,1.8591,4.6982,2.06,22.09,12.38,21.32,10.0024,0.2237
Azerbaijan,1990,,,59.5146,,,0.0355,,,,68.5039,0.4945,,2.1453,,1.03,21.92,17.77,6.18,9.2803,13.3536
Azerbaijan,1991,,,69.4582,,,0.0356,,,,77.9293,0.4611,,2.1174,,0.83,22.57,18.96,4.77,7.9165,23.7128
Azerbaijan,1992,62.5656,62.57,47.2136,12.8188,2.4975,0.0357,47.213626,12.82130856,2.499356397,55.1892,0.4351,4.872,2.0894,0.0044,0.5,22.96,11.8,4.01,6.4427,9.9765
Azerbaijan,1993,70.3823,70.3867,55.9787,12.0881,2.2796,0.0358,55.978728,12.09060159,2.281546095,63.4815,0.3362,4.5031,2.0615,0.0044,0.58,22.29,9.76,3.68,4.3089,23.4426
Azerbaijan,1994,63.6168,63.6212,50.0769,11.3339,2.1701,0.0359,50.076896,11.33638462,2.172035793,57.0939,0.2704,4.219,2.0335,0.0044,0.47,16.84,9.48,3.24,6.4251,21.1089
Azerbaijan,1995,60.2659,60.2702,47.2885,10.7818,2.1596,0.036,47.288518,10.78429765,2.161475492,53.8895,0.1349,4.2359,2.0056,0.0044,0.3,15.33,10.23,3.34,5.2313,19.7582
Azerbaijan,1996,55.592,55.5936,42.2021,11.2747,2.078,0.0372,42.20207,11.27555168,2.078702853,49.1713,0.1472,4.236,2.0175,0.0015,0.58,14.77,6.34,2.71,5.3127,20.0387
Azerbaijan,1997,55.2422,55.2441,41.1823,11.8468,2.1746,0.0385,41.182272,11.84788571,2.175390215,48.5232,0.1961,4.4935,2.0295,0.0019,0.57,14.26,5.7,3.22,5.0241,20.3192
Azerbaijan,1998,56.5547,56.5684,41.9354,12.389,2.1904,0.0398,41.935438,12.39659975,2.196547577,49.7543,0.1387,4.6402,2.0414,0.0137,0.48,15.85,4.8,2.98,5.4154,20.7089
Azerbaijan,1999,54.7588,54.7607,39.5434,12.9226,2.2516,0.0411,39.543426,12.92374378,2.252444938,47.7626,0.129,4.8238,2.0533,0.002,0.43,15.87,3.41,1.61,5.8468,21.0258
Azerbaijan,2000,56.2688,56.2929,40.5403,13.4316,2.2544,0.0424,40.540318,13.44494781,2.2652923,49.1279,0.1413,4.9244,2.0652,0.0242,0.3,16.25,3.31,2.39,6.1082,21.0697
Azerbaijan,2001,56.0363,56.0416,39.2415,14.3217,2.4039,0.0692,39.241534,14.32461568,2.406242978,48.3693,0.3293,5.2728,2.0749,0.0053,0.54,15.11,2.83,2.64,6.0394,21.7499
Azerbaijan,2002,56.7526,56.7553,39.0279,15.0746,2.5541,0.096,39.02788,15.07614354,2.555283656,48.6558,0.5174,5.4848,2.0846,0.0027,0.28,13.92,4,2.95,5.7505,22.0353
Azerbaijan,2003,53.4362,53.4367,34.7744,15.9192,2.6198,0.1228,34.774402,15.91945141,2.619994334,45.0195,0.6284,5.704,2.0943,0.0005,0.58,16.21,2.98,3.17,6.1717,16.4878
Azerbaijan,2004,55.5848,55.586,35.9783,16.7171,2.7398,0.1496,35.978276,16.71771927,2.740375012,46.6896,0.8604,5.9308,2.104,0.0012,0.55,15.63,3.85,3.82,6.1929,17.1967
Azerbaijan,2005,58.9046,58.9057,38.4474,17.5091,2.7717,0.1764,38.447396,17.50967714,2.77215569,49.7951,0.9422,6.0636,2.1137,0.0011,1.1,16.44,3.54,4.24,6.794,18.7811
Azerbaijan,2006,58.3759,58.3781,35.101,20.2299,2.8513,0.1938,35.101004,20.23110636,2.852265404,48.8809,1.0035,6.3543,2.1272,0.0022,1.23,16.91,2.58,4.85,6.1328,18.4081
Azerbaijan,2007,58.1453,58.1457,32.2396,22.8467,2.8479,0.2111,32.2396,22.84691558,2.848065118,48.4827,1.0538,6.458,2.1407,0.0004,1.33,14.51,2.49,3.77,6.2616,21.4511
Azerbaijan,2008,63.257,63.2616,34.542,25.4639,3.0227,0.2284,34.541968,25.46654481,3.024704833,53.3389,1.0235,6.7404,2.1543,0.0046,1.49,13.97,3.05,4.79,7.5803,23.9485
Azerbaijan,2009,59.532,59.5332,28.1593,28.0701,3.0568,0.2457,28.15933,28.07076403,3.057374547,49.5963,0.8869,6.871,2.1678,0.0012,1.14,11.6,1.99,4.26,7.1191,24.6272
Azerbaijan,2010,60.8307,60.8407,26.8219,30.7094,3.0364,0.2631,26.821916,30.71550326,3.040254261,50.7787,0.9006,6.9801,2.1813,0.01,1.42,10.05,1.72,4.95,7.2979,26.7608
Azerbaijan,2011,64.7721,64.7733,29.1487,32.1999,3.131,0.2925,29.148688,32.20057041,3.131556594,54.4674,1.0143,7.1014,2.199,0.0012,1.53,11.7,2.07,5.8,7.423,27.4744
Azerbaijan,2012,69.3364,69.3374,32.0843,33.7111,3.2191,0.3219,32.08434342,33.71179756,3.219348927,58.8583,1.0447,7.2368,2.2167,0.001,1.4,14.03,2.56,6.4,6.4981,29.3702
"Bahamas, The",1990,2.1263,0.9076,1.9492,0.1584,0.0187,0,0.646298,0.217097802,0.044214372,,0,0.0245,0.1526,-1.2187,,,,,,0
"Bahamas, The",1991,1.96,0.7413,1.7807,0.1605,0.0184,0.0004,0.477754,0.219259971,0.043888623,,0.0004,0.0238,0.1552,-1.2187,,,,,,0
